idcontrato;nAnuncio;tipoprocedimento;objectoContrato;dataPublicacao;dataCelebracaoContrato;precoContratual;prazoExecucao;NIPC_entidade_comunicante;entidade_comunicante;fundamentacao
10556332;;Ajuste Direto Regime Geral;J0/380/2024-Assistência Técnica;13/02/2024;13/02/2024;190;1;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10556334;;Ajuste Direto Regime Geral;J0/214/2024-Reparação cadeira estomatologia;13/02/2024;13/02/2024;997,74;1;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10556335;;Ajuste Direto Regime Geral;J0/231/2024-Reparação de Gastrovideoscópio;13/02/2024;13/02/2024;5680;1;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 24.º, n.º 6 do Código dos Contratos Públicos
10556340;;Ajuste Direto Regime Geral;J0/117/2024-Novos numeros de telefone;13/02/2024;13/02/2024;855,75;1;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10556341;;Ajuste Direto Regime Geral;J0/114/2024-Reparação de Videocitoscópio;13/02/2024;13/02/2024;2512;1;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10556348;;Ajuste Direto Regime Geral;Serviços de Manutenção e Assistência ao Sistema Informático Ulises do Equipamento Rotativo Vertical;14/02/2024;07/02/2024;2933,4;365;506361616;Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10556395;;Ajuste Direto Regime Geral;"OT 2024011498 - AQUISIÇÃO DE SEIS PACK'S DE 750 SMS PARA O SISTEMA VIGIE
";14/02/2024;14/02/2024;300;5;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10556462;;Ajuste Direto Regime Geral;AQUISIÇÃO DE SERVIÇOS DE SONORIZAÇÃO PARA O DESFILE DE CARNAVAL INFANTIL NOS AGRUPAMENTOS DE ESCOLAS DE NELAS E CANAS DE SENHORIM-09 DE FEVEREIRO DE 2024;14/02/2024;14/02/2024;1700;1;506834166;Município de Nelas;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10556491;;Consulta Prévia;Fornecimento de Bens para os Bufetes - Ano 2024.;14/02/2024;01/02/2024;6043;366;600075540;Agrupamento de Escolas de Búzio, Vale de Cambra;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10556492;55/2024;Concurso público;2524000109 Produtos de Higiene ;14/02/2024;12/02/2024;4774,25;30;501390642;CASA PIA DE LISBOA, I.P.      ;Artigo 155.º do Código dos Contratos Públicos
10556502;;Consulta Prévia;Aquisição de serviços de informação e mensagens eletrónicas pelo período de três anos - clipping, análise e barómetro de percepção pública;14/02/2024;12/02/2024;65400;1096;517713233;Comissão de Coordenação e Desenvolvimento Regional do Norte, I. P.;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10556503;;Ajuste Direto Regime Geral;01/AD/SGEC/2024 - Serviços de manutenção para equipamento de tratamento de água de Caparide - SGEC;14/02/2024;08/02/2024;5188;326;600015467;Secretaria-Geral do Ministério da Educação e Ciência;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10556506;;Consulta Prévia;AR CONDICIONADO;14/02/2024;19/01/2024;2155;365;600034984;Escola Profissional Agrícola Engº. Silva Nunes, Molares, Celorico de Basto;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10556507;;Consulta Prévia;PRESTAÇÃO DE SERVIÇOS DE IMPLEMENTAÇÃO DO SISTEMA DE INFORMAÇÃO CADASTRAL SIMPLIFICADO DO MUNICÍPIO DA PÓVOA DE LANHOSO;14/02/2024;06/02/2024;34000;695;506632920;Município da Póvoa de Lanhoso;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10556525;;Ajuste Direto Regime Geral;REPARAÇÃO DA PISTOLA DE MESOTERAPIA;14/02/2024;08/02/2024;474,6;15;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10556542;16643/2023;Concurso público;Prestação de Serviços destinados à manutenção de servidores HPE que suportam o sistema de VDI e servidor HPE de armazenamento de dados do sistemas do XARQ, arquivo técnico e traçados digitais.;14/02/2024;23/01/2024;20989,2;1096;680015019;Serviços Intermunicipalizados de Água e Saneamento dos Municípios de Oeiras e Amadora;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10556545;18875/2023;Concurso público;Aquisição de dispositivos de proteção individual;14/02/2024;31/01/2024;2080,8;790;506361659;Centro Hospitalar Universitário Cova da Beira, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10556549;22129/2023;Concurso público;Bens alimentares para ações de formação do ano 2024;14/02/2024;12/02/2024;24267,55;323;501442600;Centro de Formação e Reabilitação Profissional de Alcoitão;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10556557;17107/2023;Concurso público;A1/3124/2023 - Dispositivos Médicos;14/02/2024;29/01/2024;81,6;366;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10556562;;Ajuste Direto Regime Geral;AQUISIÇÃO DE MATERIAL PARA REPARAÇÃO DE VEÍCULOS;14/02/2024;12/02/2024;431,2;5;506834166;Município de Nelas;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10556573;;Ajuste Direto Regime Geral;Ajuste Direto 02/FMV/2024 - Aquisição de modelos de intubação;14/02/2024;14/02/2024;7683,9;30;502286326;Faculdade de Medicina Veterinária da Universidade de Lisboa;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10556576;;Ao abrigo de acordo-quadro (art.º 259.º);06/00070.11/2024 - Aquisição de corretivos da volémia, soluções para conservação de orgãos, hemodiálise, hemofiltração e outras soluções estéreis ao abrigo do Acordo Quadro 2023/306 - FRASCOS;14/02/2024;02/02/2024;301431,98;366;508878462;Unidade Local de Saúde de Entre o Douro e Vouga, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10556579;;Ao abrigo de acordo-quadro (art.º 259.º);Consulta Prévia no âmbito do Acordo Quadro para Aquisição de Serviços de Manutenção dos Elementos de Água, no Parque das Nações B;14/02/2024;07/02/2024;71489,75;304;500051070;Município de Lisboa;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10556597;18875/2023;Concurso público;Aquisição de dispositivos de proteção individual;14/02/2024;31/01/2024;760;790;506361659;Centro Hospitalar Universitário Cova da Beira, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10556598;;Ajuste Direto Regime Geral;Serviços de apoio à execução da medida PRR 'Digitalização de 1.000 filmes portugueses';14/02/2024;09/02/2024;14400;365;501603409;Cinemateca Portuguesa - Museu do Cinema, I. P.;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10556621;;Ajuste Direto Regime Geral;Sondagens Arqueológicas na Quinda de Lamas;14/02/2024;14/02/2024;6143,5;58;501413197;Universidade do Porto;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10556626;;Ajuste Direto Regime Geral;Aquisição de Serviços para a Iluminação decorativa do Carnaval de Sines 2024.;14/02/2024;31/01/2024;17850;29;502563010;Município de Sines;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10556628;21580/2023;Concurso público;AQS/231/GEBALIS/2023 - Concurso Público Internacional para a Contratação de um Seguro de Saúde;14/02/2024;05/02/2024;372105,4;366;503541567;Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10556630;;Consulta Prévia;ASSINATURA DE PUBLICAÇÕES PERIÓDICAS, EM LÍNGUA INGLESA OU (QUANDO APLICÁVEL LÍNGUA ORIGINAL FRANCÊS), EM FORMATO PAPEL E ONLINE;14/02/2024;14/02/2024;959,1;30;502286326;Faculdade de Medicina Veterinária da Universidade de Lisboa;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10556643;21637/2023;Concurso público;11501924 - Reagentes para Quimiluminescência;14/02/2024;08/02/2024;9000;1096;508080142;Centro Hospitalar Universitário Lisboa Central, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10556670;18875/2023;Concurso público;Aquisição de dispositivos de proteção individual;14/02/2024;31/01/2024;2963;790;506361659;Centro Hospitalar Universitário Cova da Beira, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10556703;21925/2023;Concurso público;Atualização e desenvolvimento de plataforma informática HAL - Instituto do Cinema e Audiovisual - I.P.;14/02/2024;09/02/2024;138160;150;504289616;Instituto do Cinema e do Audiovisual, I. P.;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10556704;;Consulta Prévia;CPR_6/24 - Produção do stand BTL 2024;14/02/2024;13/02/2024;60000;12;506415082;Município de Coimbra;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10556710;18129/2023;Concurso público;2023_119CP - Aquisição de Energia Elétrica em Alta tensão, média tensão e baixa tensão especial para as empresas do Grupo Águas de Portugal;14/02/2024;10/01/2024;732,61;182;505253267;AdP Energias - Energias Renováveis e Serviços Ambientais , S. A.;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10556713;18875/2023;Concurso público;Aquisição de dispositivos de proteção individual;14/02/2024;31/01/2024;900;790;506361659;Centro Hospitalar Universitário Cova da Beira, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10556721;;Ajuste Direto Regime Geral;CP11_AET_2024_MaterialCurso;14/02/2024;05/02/2024;324,37;229;600075508;Agrupamento de Escolas Abel Botelho, Tabuaço;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10556727;;Consulta Prévia;1BCP20240015-Bacalhau e Ovos.;14/02/2024;02/02/2024;10400;366;511228848;Serviço de Saúde da Região Autónoma da Madeira,EPE;
10556731;18875/2023;Concurso público;Aquisição de dispositivos de proteção individual;14/02/2024;31/01/2024;6383;790;506361659;Centro Hospitalar Universitário Cova da Beira, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10561267;;Consulta Prévia;AQUISIÇÃO DE SERVIÇOS DE ACONSELHAMENTO E CONSULTORIA DE COMUNICAÇÃO DO MUNICÍPIO DA PÓVOA DE LANHOSO ;15/02/2024;14/02/2024;18750;151;506632920;Município da Póvoa de Lanhoso;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10561302;;Ajuste Direto Regime Geral;Aquisição de Componente Femoral e Outro MCC;15/02/2024;08/02/2024;15532;20;509821197;Unidade Local de Saúde de São João, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10561320;;Ajuste Direto Regime Geral;Aquisição de Serviços de Televisão e Internet para os Estabelecimentos Integrados do Centro Distrital do Porto para o triénio 2024-2026;15/02/2024;15/02/2024;5598;1096;505305500;Instituto da Segurança Social, I. P.;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10561338;;Ajuste Direto Regime Geral;Serviço de manutenção e certificação digital faturação eletrónica;15/02/2024;15/02/2024;7065;1096;506788490;Município de Alcochete;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10561355;;Ajuste Direto Regime Geral;Aquisição de kits de manutenção para o sistema de desinfeção cloro gás;15/02/2024;14/02/2024;8149,61;30;680017399;Serviços Municipalizados da Nazaré;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10561360;20888/2023;Concurso público;Ar Condicionado Sala Tempest;15/02/2024;15/02/2024;86996,68;200;600010180;Estado-Maior-General das Forças Armadas (EMGFA);Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10561364;21190/2023;Concurso limitado por prévia qualificação;62/CLPQ/AT/2023 - Aquisição de serviços de desenvolvimento aplicacional no âmbito da manutenção evolutiva e corretiva do Sistema de Contraordenações (SCO);15/02/2024;14/02/2024;89184;182;600084779;Autoridade Tributária e Aduaneira;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10561366;;Ajuste Direto Regime Geral;Trabalhos de Sondagem de Pesquisa e Eventual Captação de Água Subterrânea na Parcela de Terreno do Centro de Recolha Oficial Animal do Município de Olhão;15/02/2024;11/01/2024;26070;90;506321894;Município de Olhão;Artigo 19.º, alínea d) do Código dos Contratos Públicos
10561375;;Ao abrigo de acordo-quadro (art.º 259.º);DIALISE PERITONIAL-2024/2025 VÁRIOS MEDICAMENTOS;15/02/2024;02/02/2024;1004277,04;731;507606787;Centro Hospitalar de Setúbal, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10561391;;Consulta Prévia;Remodelação de um antigo lagar de azeite, recuperação de paredes e equipamentos.;15/02/2024;10/02/2024;52772;300;506610187;Freguesia de Bogas de Cima;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10561428;;Consulta Prévia;Substituição de bombas e tubagem da Estação elevatória de Águas Residuais Domésticas - Valado I;15/02/2024;13/02/2024;18315,45;90;680017399;Serviços Municipalizados da Nazaré;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10561437;;Consulta Prévia;Serviços para Controlo e Monitorização do Consumo de Água;15/02/2024;09/02/2024;74880;1825;506843190;Município de Armamar;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10561491;;Consulta Prévia;Aquisição de mobiliário escolar na EB1 de Tavarede – 1º CEB, da rede Pública do Município da Figueira da Foz, com entrega e montagem.;15/02/2024;06/02/2024;8094,7;15;501305580;Município da Figueira da Foz;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10561512;;Ao abrigo de acordo-quadro (art.º 259.º);MEDICAMENTOS DO APARELHO GENITURINÁRIO;15/02/2024;12/01/2024;449,68;366;516726862;Unidade Local de Saúde de Loures-Odivelas, EPE ;Artigo 259.º do Código dos Contratos Públicos
10561524;546/2024;Concurso público;CP/43/23/DCP - Aquisição de betuminoso para o Armazém Estaleiro Municipal, em regime de fornecimento contínuo;15/02/2024;15/02/2024;36283,7;366;506901173;Município de Braga;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10561528;;Ao abrigo de acordo-quadro (art.º 259.º);MEDICAMENTOS DO APARELHO GENITURINÁRIO;15/02/2024;12/01/2024;137,2;366;516726862;Unidade Local de Saúde de Loures-Odivelas, EPE ;Artigo 259.º do Código dos Contratos Públicos
10561571;;Ao abrigo de acordo-quadro (art.º 259.º);MEDICAMENTOS DO APARELHO GENITURINÁRIO;15/02/2024;12/01/2024;1620;366;516726862;Unidade Local de Saúde de Loures-Odivelas, EPE ;Artigo 259.º do Código dos Contratos Públicos
10561585;;Ao abrigo de acordo-quadro (art.º 259.º);MEDICAMENTOS DO APARELHO GENITURINÁRIO;15/02/2024;12/01/2024;78,4;366;516726862;Unidade Local de Saúde de Loures-Odivelas, EPE ;Artigo 259.º do Código dos Contratos Públicos
10561601;;Consulta Prévia;Aquisição de artigos de papelaria, para o ano civil de 2024;15/02/2024;14/02/2024;17610,9;366;600077039;Agrupamento de Escolas de Pombal;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10561606;;Ajuste Direto Regime Geral;Aquisição de serviços administrativos para a Junta de Freguesia de Lousa;15/02/2024;14/02/2024;10395;321;507084233;Freguesia de Lousa;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10561637;;Ajuste Direto Regime Geral;Serviço de manutenção anual da plataforma online de gestão de encomendas e catálogos;15/02/2024;15/02/2024;45000;1096;514187808;FCiências.ID - Associação para a Investigação e Desenvolvimento de Ciências;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10561647;;Ajuste Direto Regime Geral;Serviços de plataforma eletrónica de contratação pública para os anos de 2024 a 2026;15/02/2024;19/01/2024;1110;1096;501791949;Centro de Formação Profissional para o Comércio e Afins - CECOA;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10561670;;Ajuste Direto Regime Geral;Recuperação de Aqueduto na Estrada Velha da Lançada;15/02/2024;06/02/2024;19945,75;60;502834846;Município do Montijo;Artigo 19.º, alínea d) do Código dos Contratos Públicos
10561671;;Ajuste Direto Regime Geral;Beneficiações das infraestruturas elétricas das Salas anexas à Capela do Palácio de Queluz;15/02/2024;15/02/2024;29835,95;60;505174839;Parques de Sintra - Monte da Lua, S. A.;Artigo 19.º, alínea d) do Código dos Contratos Públicos
10561682;;Ajuste Direto Regime Geral;Aquisição de Serviços - Curadoria e Produção de uma intervenção mural - Edifício Centro de Interpretação da Moagem do Centeio;15/02/2024;14/02/2024;6450;8;506215695;Município do Fundão;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10561693;;Consulta Prévia;Aquisição de peixe e congelados para o período de Janeiro a Julho de 2024;15/02/2024;26/01/2024;14729,89;182;502299525;Associação para a Valorização Agrária;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10561699;;Ajuste Direto Regime Geral;2024001860 - SGU - TERMO DE RESPONSABILIDADE Nº 99/24 - HFAR PP;15/02/2024;15/02/2024;190;5;600010180;Estado-Maior-General das Forças Armadas (EMGFA);Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10561720;;Consulta Prévia;Aquisição de Serviços de Limpeza para as instalações do CESAE DIGITAL – Centro para o Desenvolvimento de Competências Digitais, no Porto, Viseu e Marco de Canaveses;15/02/2024;12/02/2024;28446,33;324;503554286;Cesae Digital - Centro para o Desenvolvimento de Competências Digitais;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10561756;;Ajuste Direto Regime Geral;J6/548/2024-Sensor O2;15/02/2024;02/02/2024;907,15;1;509822932;Unidade Local de Saúde da Região de Leiria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10561759;;Consulta Prévia;Alteração da iluminação do campo de jogos do Estádio Municipal de Vila Verde para iluminação em Led;15/02/2024;15/02/2024;59700,2;30;506641376;Município de Vila Verde;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10561765;;Ajuste Direto Regime Geral;Aquisição de MCDT's para Tratamentos de MFR no Exterior - Redondo, Borba e Vila Viçosa;15/02/2024;30/01/2024;41497,25;1095;508085888;Hospital do Espírito Santo de Évora, EPE;Artigo 24.º, n.º 1, alínea a) do Código dos Contratos Públicos
10561793;;Ajuste Direto Regime Geral;Aquisição de serviço de vídeo e fotografia;15/02/2024;07/02/2024;10000;329;503554286;Cesae Digital - Centro para o Desenvolvimento de Competências Digitais;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10561801;20380/2023;Concurso público;Front Office Municipal - Edifício 'Móveis Carvalho';15/02/2024;05/02/2024;259434,6;150;501272976;Município de Montemor-o-Velho;Artigo 19.º, alínea b) do Código dos Contratos Públicos
10561807;18129/2023;Concurso público;2023_119CP - Aquisição de Energia Elétrica em Alta tensão, média tensão e baixa tensão especial para as empresas do Grupo Águas de Portugal;15/02/2024;10/01/2024;14008,92;182;515486159;A. D. A. M. - Águas do Alto Minho, S. A.;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10561809;;Consulta Prévia;Aquisição  de equipamento para realização de atividades de informação;15/02/2024;15/02/2024;35500;14;600086321;Agência Nacional para a Gestão do Programa Erasmus + Juventude/Desporto e Corpo Europeu de Solidariedade;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10562474;;Ajuste Direto Regime Geral;244G000015 - Aquisição de escovilhão de cerdas, durante o ano de 2024;16/02/2024;15/02/2024;112;320;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 24.º, n.º 1, alínea a) do Código dos Contratos Públicos
10562505;;Ajuste Direto Regime Geral;Aquisição de serviços de consultadoria fiscal - IVA;16/02/2024;15/02/2024;19470;182;506359670;Município de Vila Real;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10562515;;Ajuste Direto Regime Geral;Reparação do equipamento HPLC da Patologia Clínica - Pólo HUC;16/02/2024;08/02/2024;12948,3;30;510103448;Centro Hospitalar e Universitário de Coimbra, E. P. E.;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10562530;;Ajuste Direto Regime Geral;241G000134-CITOSTATICOS E IMUNODEP.;16/02/2024;15/02/2024;148407;366;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10562551;;Ajuste Direto Regime Geral;AQS/AD/019/24 Serviços de colocação e manutenção de recipientes asséticos, tapetes, bacteriostáticos e unidades ambiente para o ano de 2024;16/02/2024;12/02/2024;3965,36;323;506024717;Centro Formação Profissional Para o Sector Alimentar;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10562555;;Consulta Prévia;Aquisição de serviços, na modalidade de avença, para Serviços Gerais, pelo período de 12 meses, eventualmente renovável até ao limite legal de 36 meses;16/02/2024;15/02/2024;36000;1096;501206639;Município de Mourão;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10562575;21152/2023;Concurso público;Aquisição de Viatura de Recolha de Resíduos Sólidos Urbanos usada com data de matrícula mínimo 2007;16/02/2024;15/02/2024;42500;30;501272968;Município de Elvas;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10562597;;Ajuste Direto Regime Geral;241G000278 - UPADACITINIB;16/02/2024;16/02/2024;26448,1;319;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10562606;;Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de reservatórios e bacias de retenção para a Águas do Norte, S.A. LOTE 2 - 1ª RENOVAÇÃO.;16/02/2024;15/02/2024;564;30;513606084;Águas do Norte, S. A.;Artigo 258.º do Código dos Contratos Públicos
10562610;;Ajuste Direto Regime Geral;Aquisição de Sistema de Estimulação Cerebral Profunda;16/02/2024;15/02/2024;27150;20;509821197;Unidade Local de Saúde de São João, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10562618;;Ajuste Direto Regime Geral;UI/729/2024 - Material Hospitex;16/02/2024;12/02/2024;34,75;22;506361616;Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10562631;;Ao abrigo de acordo-quadro (art.º 258.º);DM HOTELEIRO - PRODUTOS HIGIENE PESSOAL(ESTERIPLAS - AQ 24/07453/2022)(PC.00131.2024);16/02/2024;18/01/2024;5169;366;509822940;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;Artigo 26.º, n.º 1, alínea e) do Código dos Contratos Públicos
10562641;;Ajuste Direto Regime Geral;Aquisição de serviços - Alargamento do Sistema Automático de Deteção de Incêndios no Edifício Biblioteca Municipal Raul Brandão;16/02/2024;15/02/2024;10337,72;28;505948605;Município de Guimarães;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10562649;;Ajuste Direto Regime Geral;Aquisição de serviços para espetáculo de música Sérgio e os Assessores Liberdade 25 de Sérgio Godinho no Teatro Diogo Bernardes;16/02/2024;15/02/2024;8750;1;506811913;Município de Ponte de Lima;Artigo 24.º, n.º 1, alínea e), subalínea i) do Código dos Contratos Públicos
10562687;;Ao abrigo de acordo-quadro (art.º 259.º);INSULINAS_BIANUAL - 2024 / 2025;16/02/2024;07/02/2024;62614,08;731;507606787;Centro Hospitalar de Setúbal, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10562692;;Ajuste Direto Regime Geral;241G000103 - Reagentes para Serviço Patologia Clinica - Arium;16/02/2024;15/02/2024;42261,24;135;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10562707;;Consulta Prévia;Aquisição de Equipamento para a Feirado do Queijo e outros Eventos;16/02/2024;16/02/2024;39925;20;501112049;Município de Serpa;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10562716;;Ao abrigo de acordo-quadro (art.º 259.º);Viagem e alojamento a Cannes;16/02/2024;09/02/2024;6682,84;5;501305912;Município de Matosinhos;Artigo 259.º do Código dos Contratos Públicos
10562793;;Ao abrigo de acordo-quadro (art.º 259.º);VIAGEM E ALOJAMENTO A CANNES;16/02/2024;09/02/2024;497,47;5;501305912;Município de Matosinhos;Artigo 259.º do Código dos Contratos Públicos
10562794;;Consulta Prévia;Fornecimento de produtos hortícolas (sementes);16/02/2024;14/02/2024;45692,9;20;506693651;Município de Cinfães;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10562796;21980/2023;Concurso público;97/CP/AT/2023 - Aquisição da renovação das subscrições do licenciamento de software Cloudera, que integra a Plataforma BigData;16/02/2024;14/02/2024;374199,07;366;600084779;Autoridade Tributária e Aduaneira;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10562959;;Ajuste Direto Regime Geral;Fornecimento de Produtos para o Bufete ( Produtos de panificação e produtos frescos de pastelaria).;16/02/2024;03/01/2024;12544;364;600077080;Agrupamento Vertical de Canelas;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10562989;;Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de material mecânico para a Águas do Norte, S.A., Lote 7;16/02/2024;15/02/2024;1519,8;30;513606084;Águas do Norte, S. A.;Artigo 258.º do Código dos Contratos Públicos
10562993;;Consulta Prévia;Planeamento e execução de projetos de comunicação visual;16/02/2024;16/02/2024;19080;274;506609553;Município de Montemor-o-Novo;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10563014;;Ajuste Direto Regime Geral;"Aquisição de componentes para arejadores de tanques de terra para garantir o adequado arejamento dos tanques de terra para suprir as necessidades 
de oxigénio dos organismos cultivados.";16/02/2024;08/02/2024;4056;8;510265600;Instituto Português do Mar e da Atmosfera, I. P.;Artigo 3.º, n.º 1, do DLn.º 60/2018, de 03.08
10563017;;Ajuste Direto Regime Geral; ALUGUER DE EQUIPAMENTOS DE SOM E LUZ PARA VÁRIOS EVENTOS;16/02/2024;08/02/2024;7700;30;504828576;Município de Évora;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10563018;;Ajuste Direto Regime Geral;INTERVENÇÕES EXTRA CORAL DA AIR LIQUIDE EM DIFERENTES SERVIÇOS;16/02/2024;15/02/2024;4237,93;20;509822940;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10563067;;Ao abrigo de acordo-quadro (art.º 259.º);BEAD20240051 - AQUISIÇÃO DE IMUNOMODULADORES - 1º SEMESTRE;16/02/2024;16/02/2024;14884,85;135;511228848;Serviço de Saúde da Região Autónoma da Madeira,EPE;Artigo 259.º do Código dos Contratos Públicos
10563074;;Ao abrigo de acordo-quadro (art.º 259.º);BEAD20240051 - AQUISIÇÃO DE IMUNOMODULADORES - 1º SEMESTRE;16/02/2024;16/02/2024;40000;135;511228848;Serviço de Saúde da Região Autónoma da Madeira,EPE;Artigo 259.º do Código dos Contratos Públicos
